Name,2MASS Name,WISE Name,SDSS Name,Other Name,DiscRef,R.A. (h:m:s),Decl. (d:m:s),R.A. (deg),Decl. (deg),SpT_OPT,Ref,SpT_NIR,Ref,Peculiarities,Ref,Candidacy,Type,Ref,D_Trig (pc),eD_Trig-,eD_Trig+,Ref,2MASS-WISE-μα,2MASS-WISE-μδ,μα (mas/yr),μδ (mas/yr),Ref,RV,Ref,2MASS-J,2MASS-H,2MASS-K,WISE-W1,WISE-W2,WISE-W3,WISE-W4,USNO-B,USNO-R,SDSS-u’,SDSS-g’,SDSS-r’,SDSS-i’,SDSS-z’,DENIS-I,DENIS-J,DENIS-KS,CSS-I,UCAC4-R,UCAC4-I,IRAC-ch1,Ref,IRAC-ch2,Ref,IRAC-ch3,Ref,IRAC-ch4,Ref,MKO-Y,Ref,MKO-J,Ref,MKO-H,Ref,MKO-K,Ref,MKO-L’,Ref,CH4on,Ref,CFHT-Y,Ref,VJ,Ref,RC,Ref,IC,Ref,InDwarfArchive,Comments
J0028+1501,00283943+1501418,002839.56+150141.6,,2MASSI J0028394+150141,Kirkpatrick2000,0:28:39,15:01:42,7.1642917,15.028278,L4.5,Kirkpatrick2000,L3,Knapp2004,...,...,...,...,...,...,...,...,...,204.3 ± 16.0,-23.0 ± 16.3,...,...,,...,...,16.507 ± 0.108,15.256 ± 0.088,14.556 ± 0.073,13.852 ± 0.028,13.408 ± 0.041,> 12.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0028-1927,00285545-1927165,002855.52-192716.2,,,Reid2008,0:28:55,-19:27:17,7.2310417,-19.454583,L0:,Reid2008,L0.5,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,98.3 ± 10.5,38.8 ± 11.0,...,...,,...,...,14.191 ± 0.026,13.331 ± 0.029,12.845 ± 0.029,12.504 ± 0.025,12.233 ± 0.025,11.848 ± 0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0029+1456,...,,,ULAS J002912+145605,Day-Jones2013,0:29:12,14:56:05,7.3,14.934722,...,...,L1,Day-Jones2013,...,...,...,...,...,...,...,...,...,,,,,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0030+2244,00302476+2244492,003024.93+224447.2,,HIP 2397 B,Deacon2014,0:30:25,22:44:47,7.603199,22.747023,...,...,L0.5,Deacon2014,Companion,Deacon2014,...,...,...,33.89,1.32,1.32,VanLeuuwen2007,178.4 ± 8.6,-162.6 ± 11.4,,,,...,...,14.586 ± 0.036,13.975 ± 0.047,> 13.181,13.077 ± 0.026,12.818 ± 0.027,> 12.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0030-1450,00303013-1450333,003030.29-145033.4,,,Kirkpatrick2000,0:30:30,-14:50:33,7.6255417,-14.842583,L7,Kirkpatrick2000,...,...,...,...,...,...,...,26.72,3.21,3.21,Vrba2004,249.7 ± 14.1,-5.3 ± 15.0,244.99 ± 3.58,-28.17 ± 1.84,Vrba2004,...,...,16.278 ± 0.111,15.273 ± 0.100,14.481 ± 0.100,13.657 ± 0.028,13.263 ± 0.034,> 12.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0030+3139,00304384+3139321,003043.78+313931.3,,2MASSW J0030438+313932,Kirkpatrick1999,0:30:44,31:39:32,7.6826667,31.658917,L2,Kirkpatrick1999,L3,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,-68.0 ± 7.7,-67.9 ± 9.2,-49.43 ± 14.74,-56.87 ± 14.70,Jameson2008,...,...,15.480 ± 0.052,14.617 ± 0.057,14.027 ± 0.047,13.481 ± 0.025,13.150 ± 0.028,12.480 ± 0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0031+5749,00310928+5749364,003110.04+574936.3,,WISE J003110.04+574936.3,Thompson2013 ; Best2013,0:31:10,57:49:36,7.7919215,57.8267105,...,...,L8,Thompson2013,...,...,...,...,...,...,...,...,...,530.8 ± 13.0,-12.8 ± 8.7,523 ± 17,-1 ± 16,Best2013,...,...,14.954 ± 0.037,13.779 ± 0.039,13.215 ± 0.027,12.414 ± 0.024,11.841 ± 0.021,11.303 ± 0.103,,,,,,,,,,,,,,,,,,,,,,,,,14.79 ± 0.01,Best2013, ... , ... , ... , ... ,,,,,,,,,,,,,,MKO J Photometry from UKIRT/WFCAM
J0031-3840,00311925-3840356,003119.76-384036.1,...,WISEPC J003119.76-384036.4 ; DENIS J0031192-384035 ; SIPS J0031-3840,Martín2010,0:31:19,-38:40:35,7.8302083,-38.676556,L2.5,Martín2010,L2 p(blue),Kirkpatrick2011,Blue,Kirkpatrick2011,...,...,...,...,...,...,...,550.5 ± 7.2,-43.0 ± 10.2,...,...,,...,...,14.101 ± 0.029,13.399 ± 0.022,12.924 ± 0.033,12.396 ± 0.026,12.008 ± 0.023,11.557 ± 0.169,> 8.76,,,...,...,...,...,...,,,,,,,...,...,...,...,,,,,...,...,...,...,...,...,...,...,,,,,,,,,,,,,X,
J0032+0219,00320509+0219017,003205.36+021858.5,,,Reid2008,0:32:05,2:19:02,8.0212083,2.3171389,L1.5,Reid2008,M9,Wilson2003b,...,...,...,...,...,...,...,...,...,407.3 ± 11.7,-317.0 ± 10.9,417.03 ± 15.03,-311.98 ± 14.82,Jameson2008,...,...,14.324 ± 0.023,13.386 ± 0.023,12.802 ± 0.030,12.426 ± 0.023,12.182 ± 0.027,12.053 ± 0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0032-2237,00324308-2237272,003243.16-223727.1,,2MASSI J0032431-223727,Kendall2003,0:32:43,-22:37:27,8.1795,-22.624222,L1,Kendall2003,M9.5:,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,100.2 ± 10.2,5.3 ± 11.1,115.05 ± 26.23,20.29 ± 15.75,Jameson2008,...,...,15.388 ± 0.048,14.512 ± 0.046,13.962 ± 0.050,13.691 ± 0.028,13.426 ± 0.037,> 12.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0032-4405,00325584-4405058,003255.96-440506.5,,EROS-MP J0032-4405,Goldman1999,0:32:56,-44:05:06,8.2326667,-44.084944,L0 γ,Cruz2009,L0 γ,Allers2013,Young,Cruz2009,BPMG,Candidate,Gagne2014a,26.04,3.26,3.26,Faherty2012,118.3 ± 6.7,-67.6 ± 10.0,117.78 ± 4.24,-91.59 ± 4.26,Dupuy2012,...,...,14.776 ± 0.032,13.857 ± 0.032,13.269 ± 0.036,12.820 ± 0.025,12.490 ± 0.025,11.726 ± 0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0032+1410,00325937+1410371,003259.56+141037.2,,SDSSp J003259.36+141036.6,Geballe2002,0:32:59,14:10:37,8.247375,14.176972,...,...,L8,Geballe2002,...,...,...,...,...,33.18,5.68,5.68,Vrba2004,293.5 ± 19.6,19.1 ± 23.8,273.00 ± 6.85,39.19 ± 3.57,Vrba2004,...,...,16.830 ± 0.168,15.648 ± 0.142,14.946 ± 0.109,14.261 ± 0.032,13.669 ± 0.042,> 12.220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0033-1521,00332386-1521309,003324.08-152130.5,,...,Gizis2003,0:33:24,-15:21:31,8.3494167,-15.358583,L4 β,Cruz2009,L1,Allers2013,Young?,Cruz2009,...,Rejected ARG,Gagne2014a ; ZapateroOsorio2014,40.32,4.06,4.06,ZapateroOsorio2014,301.6 ± 9.8,38.5 ± 10.0,...,...,,...,...,15.286 ± 0.055,14.208 ± 0.051,13.410 ± 0.038,12.801 ± 0.025,12.479 ± 0.027,11.888 ± 0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0034-0052,...,003402.78-005208.1,,ULAS J003402.77-005206.7,Warren2007,0:34:03,23:07:53,8.5115417,-0.86835194,...,...,T8.5,Warren2007,...,...,...,...,...,14.56,0.3,0.3,Dupuy2012,,,-120.46 ± 51.49,-349.84 ± 50.18,Warren2007,,,...,...,...,17.471 ± 0.29,14.5 ± 0.079,> 12.058,> 8.676,,,,,,,,,,,,,,,,,,,,,,18.90 ± 0.10,Warren2007,18.15 ± 0.03,Warren2007,18.49 ± 0.04,Warren2007,18.48 ± 0.05,Warren2007,,,,,,,,,,,,,X,
J0034+0523,00345157+0523050,003452.02+052307.0,,,Burgasser2004,0:34:52,5:23:04,8.7148755,5.384722,...,...,T6.5,Burgasser2006,...,...,...,...,...,9.49,0.68,0.68,Faherty2012,677.2 ± 15.9,202.1 ± 16.0,646.72 ± 58.92,210.13 ± 48.81,Burgasser2004,...,...,15.535 ± 0.043,15.443 ± 0.082,> 16.243,15.061 ± 0.041,12.520 ± 0.028,11.302 ± 0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0034-0706,00345684-0706013,003456.99-070602.9,,2MASSI J0034568-070601,Kendall2003,0:34:57,-7:06:01,8.7368333,-7.1003611,L3,Kendall2003,L4.5,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,196.9 ± 10.8,-141.8 ± 10.2,...,...,,...,...,15.531 ± 0.059,14.566 ± 0.041,13.942 ± 0.065,13.286 ± 0.026,12.914 ± 0.029,12.061 ± 0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0035+1447,...,,003524.44+144739.8,,Hawley2002,0:35:24,14:47:40,8.8516665,14.794361,L0,Hawley2002,...,...,Galactic Extinction > 0.2 mag,West2008,...,...,...,...,...,...,...,,,...,...,,,,...,...,...,,,,,,,25.07 ± 0.95,25.09 ± 0.67,23.88 ± 0.62,21.11 ± 0.08,19.31 ± 0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0036+2413,00360925+2413434,003609.27+241343.1,003609.26+241343.3,,Chiu2006,0:36:09,24:13:43,9.038541,24.228722,...,...,L5.5,Chiu2006,...,...,...,...,...,...,...,...,...,22.1 ± 25.6,-24.0 ± 27.7,...,...,,...,...,17.033 ± 0.203,16.108 ± 0.204,15.657 ± 0.195,14.793 ± 0.035,14.449 ± 0.057,> 12.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0036+1821,00361617+1821104,003616.78+182111.7,,2MASSW J0036159+182110,Reid2000,0:36:16,18:21:10,9.0673755,18.352889,L3.5,Kirkpatrick2000,L4,Knapp2004,...,...,...,...,...,8.76,0.06,0.06,Dahn2002,901.0 ± 9.7,134.5 ± 11.3,899.13 ± 0.63,119.97 ± 1.57,Dahn2002,19.0 ± 0.2,Blake2010,12.466 ± 0.025,11.588 ± 0.028,11.058 ± 0.019,10.516 ± 0.024,10.237 ± 0.020,9.931 ± 0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0037-0054,...,,,ULAS J003716-005405,Day-Jones2013,0:37:16,23:05:55,9.3166667,-0.90138889,...,...,L3,Day-Jones2013,...,...,...,...,...,...,...,...,...,,,,,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0037-5846,00374306-5846229,003743.15-584623.2,,...,Reid2008,0:37:43,-58:46:23,9.4294167,-58.773028,L0 γ,Cruz2009,...,...,Young,Cruz2009,THA,Candidate,Gagne2014a,...,...,...,...,65.9 ± 5.0,-33.3 ± 10.6,...,...,,...,...,15.374 ± 0.050,14.259 ± 0.051,13.585 ± 0.044,13.125 ± 0.026,12.738 ± 0.027,12.557 ± 0.380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0038+2758,...,003829.05+275852.1,,WISE J003829.05+275852.1,Mace2013,0:38:29,27:58:52,9.6211165,27.9811198,...,...,T9,Mace2013,...,...,...,...,...,...,...,...,...,,,,,,,,...,...,...,18.04 ± 0.29,14.38 ± 0.05,12.46 ± 0.31,> 8.78,,,,,,,,,,,,,,16.45 ± 0.04,Mace2013,14.41 ± 0.02,Mace2013,,,,, ... , ... ,18.61 ± 0.02,Mace2013,18.92 ± 0.04,Mace2013, ... , ... ,,,,,,,,,,,,,,
J0038+8405, ... ,003830.54+840517.7,,WISE J003830.54+840517.7,Mace2013,0:38:31,84:05:18,9.627863,84.0882243,...,...,T6,Mace2013,...,...,...,...,...,...,...,...,...,,,,,,,,17.53 ± 0.06,17.06 ± 0.11,> 16.50,17.53 ± 0.17,15.34 ± 0.09,> 13.18,> 9.53,,,,,,,,,,,,,,16.33 ± 0.04,Mace2013,14.99 ± 0.02,Mace2013,,,,, ... , ... , ... , ... , ... , ... , ... , ... ,,,,,,,,,,,,,,2MASS JHK Photometry from PAIRITEL
J0038+1343,00384398+1343395,003844.01+134339.0,003843.99+134339.5,,Hawley2002,0:38:44,13:43:40,9.6832083,13.727639,L1,Hawley2002,L0.5,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,43.0 ± 15.2,-38.4 ± 16.0,63.63 ± 13.49,-41.01 ± 12.22,Jameson2008,28.0 ± 12.7,Schmidt2010,15.908 ± 0.068,15.203 ± 0.072,14.758 ± 0.102,14.434 ± 0.033,14.329 ± 0.060,> 12.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
HD 3651 B,...,...,,HD 3651 B,Mugrauer2006 ; Luhman2006,0:39:19,21:15:16,9.829614,21.254559,...,...,T7.5,Luhman2007,Companion,Luhman2006,...,...,...,11.06,0.04,0.04,VanLeuuwen2007 (host),,,-461.11 ± 0.66,-370.87 ± 0.65,Perryman1997,,,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,16.160 ± 0.030,Luhman2006,16.680 ± 0.040,Luhman2006,16.870 ± 0.050,Luhman2006,,,,,,,,,,,,,X,Companion to planet-host HD 3651; sep=43.07''+/-0.08'' @ 289.97+/-0.11deg in June 2006 (Mugrauer et al. 2006).
J0040+0900,00402492+0900547,004024.88+090054.8,,WISE J004024.88+090054.8,Mace2013,0:40:25,9:00:54,10.1037056,9.0151365,...,...,T7,Mace2013,...,...,...,...,...,...,...,...,...,-61.4 ± 36.1,13.3 ± 34.7,,,,...,...,16.502 ± 0.122,16.536 ± 0.268,> 15.738,16.055 ± 0.083,13.922 ± 0.069,> 12.055,> 8.65,,,,,,,,,,,,,,15.07 ± 0.02,Mace2013,13.76 ± 0.02,Mace2013,,,,, ... , ... , ... , ... ,16.560.02,Mace2013,16.55 ± 0.05,Mace2013,,,,,,,,,,,,,,
J0040+1528,00405893+1528452,004059.01+152844.5,004058.93+152845.0,,Schmidt2010,0:40:59,15:28:45,10.2455415,15.479167,L1,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,113.3 ± 32.8,-73.3 ± 34.0,...,...,,-16.0 ± 9.6,Schmidt2010,16.960 ± 0.213,15.583 ± 0.152,15.601 ± 0.226,15.084 ± 0.042,14.647 ± 0.077,> 12.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0041+3547,00412179+3547133,,,,Burgasser2004,0:41:22,35:47:13,,,sdM9,,sdL?,Burgasser2004,Subdwarf,Burgasser2004,...,...,...,...,...,...,...,,,-101.89 ± 16.43,-16.69 ± 13.25,Jameson2008,...,...,15.935 ± 0.081,15.728 ± 0.152,15.166 ± 0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0041+1341,00415453+1341351,004154.40+134133.9,004154.54+134135.5,,Hawley2002,0:41:55,13:41:35,10.477209,13.693083,L0,Hawley2002,L0.5,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,-199.8 ± 11.7,-130.2 ± 18.2,-174.24 ± 30.10,-137.61 ± 30.74,Jameson2008,...,...,14.454 ± 0.031,13.673 ± 0.036,13.236 ± 0.024,12.886 ± 0.026,12.630 ± 0.027,> 12.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0042+1459,00422118+1459236,004221.23+145923.6,004221.15+145923.9,,Hawley2002,0:42:21,14:59:24,10.5882495,14.989889,L1,Hawley2002,...,...,Galactic Extinction > 0.2 mag,West2008,...,...,...,...,...,...,...,77.1 ± 34.8,1.5 ± 37.4,...,...,,43.6 ± 34.9,Schmidt2010;West2008,16.679 ± 0.155,16.093 ± 0.181,15.579 ± 0.201,15.382 ± 0.050,15.228 ± 0.120,> 12.542,,,,23.92 ± 0.74,25.67 ± 0.53,23.57 ± 0.44,21.06 ± 0.07,19.03 ± 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0043+2221,00432610+2221295,004326.25+222124.2,,WISEA J004326.26+222124.0,Kirkpatrick2014,0:43:26,22:21:24,10.8594327,22.356687,...,...,L1 sd,Kirkpatrick2014,Subdwarf,Kirkpatrick2014,...,...,...,...,...,...,...,174.5 ± 9.5,-414.7 ± 13.4,,,,...,...,14.871 ± 0.038,14.226 ± 0.039,13.931 ± 0.063,13.678 ± 0.026,13.400 ± 0.033,> 12.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0043+1411,...,,,ULAS J004356+141118,Day-Jones2013,0:43:55,14:11:18,10.983333,14.188333,...,...,L0,Day-Jones2013,...,...,...,...,...,...,...,...,...,,,,,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0045+1634,00452143+1634446,004521.68+163444.4,,2MUCD 20037,Wilson2003b,0:45:21,16:34:45,11.339292,16.579056,L2 β,Cruz2009,L2 γ,Allers2013,Young,Cruz2009,ARG,Bona Fide,Gagne2014a ; ZapateroOsorio2014,17.45,0.61,0.61,ZapateroOsorio2014,371.5 ± 9.8,-29.4 ± 11.9,384.67 ± 17.08,-26.22 ± 12.14,Jameson2008,3.4 ± 0.2,Blake2010,13.059 ± 0.019,12.059 ± 0.034,11.366 ± 0.019,10.768 ± 0.023,10.393 ± 0.019,9.735 ± 0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0045+3611,00454267+3611406,004542.56+361139.1,,WISE J004542.56+361139.1,Mace2013,0:45:43,36:11:39,11.4273849,36.1941634,...,...,T5,Mace2013,...,...,...,...,...,...,...,...,...,-112.6 ± 13.5,-133.3 ± 23.9,,,,...,...,16.145 ± 0.078,16.036 ± 0.148,15.798 ± 0.199,15.339 ± 0.039,13.725 ± 0.034,12.610 ± 0.348,> 9.28,,,,,,,,,,,,,,14.68 ± 0.02,Mace2013,13.75 ± 0.02,Mace2013,,,,, ... , ... , ... , ... , ... , ... , ... , ... ,,,,,,,,,,,,,,
J0046+0715,00464841+0715177,004648.47+071517.3,,,Wilson2003b,0:46:48,7:15:18,11.701708,7.2549167,L0::,Reid2008,M9,Wilson2003b,...,...,...,...,...,...,...,...,...,86.7 ± 11.8,-41.0 ± 10.6,98.07 ± 18.52,-50.62 ± 14.86,Jameson2008,...,...,13.885 ± 0.026,13.178 ± 0.034,12.546 ± 0.025,12.070 ± 0.026,11.638 ± 0.022,11.139 ± 0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0047+6803,00470038+6803543,004701.07+680352.1,,WISEP J004701.06+680352.1,Gizis2012,0:47:00,68:03:54,11.751583,68.065083,...,...,L7.5 p(red),Gizis2012,Young ; Red,Gizis2012 ; Thompson2013,ABDMG,Candidate,Gagne2014a,...,...,...,...,374.9 ± 3.0,-213.9 ± 14.6,,,,...,...,15.604 ± 0.067,13.968 ± 0.041,13.053 ± 0.028,11.876 ± 0.023,11.268 ± 0.020,10.327 ± 0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0047-3710,00471348-3710282,004713.80-371033.3,,WISEA J004713.81-371033.7,Kirkpatrick2014,0:47:14,-37:10:34,11.8075741,-37.1760387,L4:,Kirkpatrick2014,L9 p(blue),Luhman2014a,Blue,Luhman2014a,...,...,...,...,...,...,...,353.4 ± 11.2,-471.4 ± 15.0,,,,...,...,16.233 ± 0.086,15.343 ± 0.080,14.985 ± 0.129,14.273 ± 0.030,14.047 ± 0.045,> 12.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0047+1546,...,,,ULAS J004757+154641,Day-Jones2013,0:47:57,15:46:40,11.9875,15.778056,...,...,T2,Day-Jones2013,Candidate L8 + T7 binary,Day-Jones2013,...,...,...,...,...,...,...,,,,,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0049+0440,00492826+0440575,004928.48+044059.9,...,WISEPC J004928.48+044100.1,Kirkpatrick2011,0:49:28,4:41:00,12.368667,4.683361,...,...,L9,Kirkpatrick2011,...,...,...,...,...,...,...,...,...,324.5 ± 12.6,244.1 ± 16.0,...,...,,...,...,15.854 ± 0.066,14.674 ± 0.067,14.170 ± 0.065,13.446 ± 0.027,12.967 ± 0.030,12.007 ± 0.285,8.39 ± 0.27,,,...,...,...,...,...,,,,,,,12.977 ± 0.017,Kirkpatrick2011,12.950 ± 0.017,Kirkpatrick2011,,,,,...,...,...,...,...,...,...,...,,,,,,,,,,,,,X,
J0049+2151,00494608+2151204,004945.61+215120.0,,WISE J004945.61+215120.0,Mace2013,0:49:46,21:51:20,12.440225,21.8554683,...,...,T8.5,Mace2013,...,...,...,...,...,...,...,...,...,-522.5 ± 18.4,-30.8 ± 17.8,,,,...,...,16.716 ± 0.155,> 16.510,> 15.856,15.471 ± 0.043,12.969 ± 0.027,11.729 ± 0.171,> 9.21,,,,,,,,,,,,,,15.01 ± 0.02,Mace2013,13.04 ± 0.02,Mace2013,,,,, ... , ... , ... , ... , ... , ... , ... , ... ,,,,,,,,,,,,,,
J0050-3322,00501994-3322402,005021.03-332228.9,,,Tinney2005,0:50:20,-33:22:40,12.583083,-33.377833,...,...,T7,Burgasser2006,...,...,...,...,...,10.57,0.27,0.27,Dupuy2012,1180.0 ± 13.8,977.3 ± 17.7,1197.95 ± 112.18,902.72 ± 120.63,Tinney2005,...,...,15.928 ± 0.069,15.838 ± 0.191,15.241 ± 0.185,15.540 ± 0.048,13.550 ± 0.036,11.900 ± 0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0050-1538,00502444-1538184,005024.25-153824.0,,SIPS J0050-1538,Deacon2005,0:50:24,-15:38:18,12.601833,-15.638444,L1:,Cruz2007,L0.5,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,-225.5 ± 8.5,-471.7 ± 8.8,-492.93 ± 32.57,-459.67 ± 32.94,Deacon2005,...,...,13.779 ± 0.019,13.077 ± 0.025,12.647 ± 0.026,12.318 ± 0.024,12.058 ± 0.025,11.452 ± 0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0050-0003,...,,,ULAS J005038-000337,Day-Jones2013,0:50:37,23:56:23,12.658333,-0.060277778,...,...,L3.5,Day-Jones2013,...,...,...,...,...,...,...,...,...,,,,,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0051-1544,00511078-1544169,005110.83-154417.1,,2MASSW J0051107-154417,Kirkpatrick2000,0:51:11,-15:44:17,12.794916,-15.738028,L3.5,Kirkpatrick2000,...,...,...,...,...,...,...,...,...,...,...,62.9 ± 8.6,-21.7 ± 8.8,...,...,,...,...,15.277 ± 0.049,14.164 ± 0.047,13.466 ± 0.038,12.728 ± 0.023,12.389 ± 0.026,12.289 ± 0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0052+0012,00521232+0012172,005212.24+001215.8,,,Metchev2008,0:52:12,0:12:17,13.0513335,0.204778,...,...,L2 p,Metchev2008,Candidate L4 + T3 binary,Metchev2008,...,...,...,...,...,...,...,-128.2 ± 26.2,-148.8 ± 26.8,...,...,,...,...,16.361 ± 0.107,15.561 ± 0.134,15.457 ± 0.157,14.612 ± 0.033,14.246 ± 0.097,> 11.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0053-3631,00531899-3631102,005319.04-363111.1,,,Kirkpatrick2008,0:53:19,-36:31:10,13.3291245,-36.5195,L3.5,Kirkpatrick2008,L4:,Marocco2013,...,...,...,...,...,...,...,...,...,53.9 ± 7.3,-80.8 ± 9.5,...,...,,...,...,14.445 ± 0.023,13.480 ± 0.030,12.937 ± 0.027,12.312 ± 0.026,12.029 ± 0.022,11.520 ± 0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0053-0113,00534781-0113571,005347.85-011356.9,005349.11-011354.4,,Scholz2009,0:53:49,-1:13:54,13.454625,-1.231778,L0,Scholz2009,...,...,...,...,...,...,...,...,...,...,...,40.8 ± 9.2,10.3 ± 8.5,144.73 ± 24.01,14.96 ± 12.38,Scholz2009,...,...,12.448 ± 0.021,11.794 ± 0.020,11.557 ± 0.017,11.431 ± 0.023,11.380 ± 0.022,10.894 ± 0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0054-0031,00540655-0031018,005406.70-003103.6,,SDSSp J005406.55-003101.8,Schneider2002,0:54:07,23:28:57,13.52725,-0.51716667,L1,Hawley2002,L2,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,192.9 ± 8.2,-148.3 ± 7.5,...,...,,-5.7 ± 13.0,Schmidt2010,15.731 ± 0.052,14.891 ± 0.052,14.380 ± 0.073,13.979 ± 0.028,13.655 ± 0.058,> 12.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0056-0111,00563243-0111148,005632.42-011114.7,005636.22-011131.9,,Scholz2009,0:56:36,-1:11:32,14.150916,-1.192194,L1.5,Scholz2009,...,...,...,...,...,...,...,...,...,...,...,-14.6 ± 10.8,11.1 ± 10.9,-0.87 ± 16.61,-167.00 ± 31.10,Scholz2009,...,...,14.786 ± 0.045,14.116 ± 0.066,13.777 ± 0.058,13.397 ± 0.026,13.449 ± 0.040,12.147 ± 0.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J0057-0846,00570555-0846241,005705.52-084624.1,00570556-0846241,,West2008,0:57:06,-8:46:24,14.273139,-8.7734,L0,West2008,M9.5,Bardalez-Gagliuffi2014,Galactic Extinction > 0.2 mag,West2008,...,...,...,...,...,...,...,-38.4 ± 12.3,0.5 ± 12.7,,,,12.0 ± 11.6,Schmidt2010;West2008,15.698 ± 0.057,14.917 ± 0.065,14.356 ± 0.080,14.084 ± 0.030,13.761 ± 0.042,> 12.221,,,,23.56 ± 0.98,24.92 ± 0.66,22.50 ± 0.20,19.94 ± 0.04,18.14 ± 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
